2191, liderar, v, to lead
2192, confessar, v, to confess
2193, resumir, v, to summarize
2194, utilização, nf, use, utilization
2195, selvagem, aj, wild
2196, quilo, nm, kilo
2197, consideração, nf, consideration
2198, cruzado, na, crusader, crossed
2199, adorar, v, to adore, worship
2200, demasiado, aj/av, too/much
2201, consulta, nf, consultation, appointment
2202, centena, nf, hundred
2203, obedecer, v, to obey
2204, fabricar, v, to manufacture/produce
2205, emprestar, v, to lend
2206, correspondência, nf, correspondence
2207, sessão, nf, session
2208, arquivo, nm, file
2209, distinto, aj, distinct
2210, restaurante, nm, restaurant
2211, fundar, v, to found, establish
2212, estímulo, nm, stimulus
2213, confundir, v, to confuse
2214, salão, nm, hall
2215, tecto, nm, ceiling
2216, recomendar, v, to recommend
2217, transferência, nf, transfer
2218, erva, nf, herb
2219, assentar, v, to settle
2220, saltar, v, to jump
2221, conteúdo, nm, content
2222, competição, nf, competition
2223, voo, nm, flight
2224, antigamente, av, formerly
2225, arquitecto, nm, architect
2226, frequentemente, av, frequently
2227, obrigado, aj, grateful
2228, eventual, aj, eventual
2229, dezena, nf, dozen, set of ten
2230, invasão, nf, invasion
2231, sugestão, nf, suggestion
2232, divulgação, nf, disclosure, dissemination
2233, tecido, nm, fabric, tissue
2234, asa, nf, wing/handle
2235, dirigente, na, leader
2236, vaca, nf, cow
2237, financiamento, nm, financing
2238, nomeado, na, nominee, appointed
2239, parlamentar, aj, parliamentary
2240, nuvem, nf, cloud
2241, compreensão, nf, understanding/comprehension
2242, disputa, nf, dispute, contention
2243, ampliar, v, to expand, enlarge
2244, coronel, nm, colonel
2245, espelho, nm, mirror
2246, entendimento, nm, understanding
2247, profundidade, nf, depth
2248, redor, av, around
2249, reforçar, v, to reinforce
2250, acelerar, v, to accelerate, speed up
2251, muro, nm, wall
2252, cálculo, nm, calculation
2253, derivar, v, to derive
2254, agradar, v, to please
2255, nomeadamente, av, namely
2256, eixo, nm, axis, shaft
2257, firme, aj, firm
2258, requerer, v, to require
2259, escutar, v, to listen
2260, segredo, nm, secret
2261, praticamente, av, practically
2262, grão, nm, grain
2263, baseado, aj, based
2264, crescente, aj, growing/increasing
2265, exprimir, v, to express
2266, pacífico, na, peaceful
2267, publicação, nf, publication
2268, classificar, v, to classify
2269, associado, na, associate
2270, substância, nf, substance
2271, pacto, nm, pact/agreement
2272, captar, v, to capture
2273, consumo, nm, consumption
2274, drama, nm, drama
2275, mágico, na, magician, magical
2276, civilização, nf, civilization
2277, equipa, nf, team
2278, conceber, v, to conceive, design
2279, repente, av, suddenly
2280, habitação, nf, housing, dwelling
2281, dramático, aj, dramatic
2282, oficina, nf, workshop
2283, esposa, nf, wife
2284, fortaleza, nf, fortress
2285, passeio, nm, stroll, walk
2286, marcha, nf, march
2287, ferido, na, wounded, injured
2288, elevar, v, to elevate/raise
2289, tribo, nf, tribe
2290, acusação, nf, accusation
2291, autorização, nf, authorization
2292, jornalismo, nm, journalism
2293, sonoro, aj, sound-related
2294, superar, v, to overcome, surpass
2295, censura, nf, censorship
2296, petróleo, nm, petroleum, oil
2297, conde, nm, count
2298, sofrimento, nm, suffering
2299, vencedor, nm, winner
2300, fresco, aj, fresh
2301, planeta, nm, planet
2302, preparado, aj, prepared
2303, peito, nm, chest, breast
2304, competir, v, to compete
2305, demanda, nf, demand
2306, convocar, v, to summon, call
2307, prolongar, v, to prolong/extend
2308, sapato, nm, shoe
2309, mancha, nf, stain, spot
2310, instante, nm, moment/instant
2311, relacionamento, nm, relationship
2312, projectar, v, to project/plan
2313, cerimónia, nf, ceremony
2314, cozinha, nf, kitchen
2315, partidário, na, partisan
2316, fila, nf, line
2317, perfeitamente, av, perfectly
2318, parada, nf, stop, parade
2319, núcleo, nm, nucleus/core
2320, sexual, aj, sexual
2321, visível, aj, visible
2322, preferência, nf, preference
2323, campeonato, nm, championship
2324, planejamento, nm, planning
2325, especialista, nm, specialist
2326, protesto, nm, protest
2327, colaborar, v, to collaborate
2328, cópia, nf, copy
2329, basear, v, to base
2330, tensão, nf, tension, stress
2331, disputar, v, to dispute/compete
2332, fama, nf, fame
2333, integração, nf, integration
2334, relatar, v, to report
2335, arrancar, v, to pull up/start
2336, gordo, aj, fat, thick
2337, circulação, nf, circulation
2338, designar, v, to designate
2339, juízo, nm, judgment
2340, chá, nm, tea
2341, impacto, nm, impact
2342, dólar, nm, dollar
2343, lateral, na, side
2344, equipe, nf, team
2345, exploração, nf, exploration/exploitation
2346, acentuar, v, to emphasize, accentuate
2347, arco, nm, bow, arch
2348, pobreza, nf, poverty
2349, coroa, nf, crown
2350, mapa, nm, map
2351, abranger, v, to encompass, cover
2352, investigar, v, to investigate
2353, escala, nf, scale
2354, remédio, nm, medicine, remedy
2355, excessivo, aj, excessive
2356, latino, na, Latin
2357, prestígio, nm, prestige
2358, exportação, nf, export
2359, internacional, aj, international
2360, típico, aj, typical
2361, neve, nf, snow
2362, coragem, nf, courage
2363, infelizmente, av, unfortunately
2364, auxiliar, na, assistant, helper
2365, converter, v, to convert
2366, arrastar, v, to drag, pull
2367, optar, v, to opt/choose
2368, eliminar, v, to eliminate
2369, residência, nf, residence
2370, escrito, na, written, writings
2371, deserto, na, desert, deserted
2372, sólido, aj, solid
2373, definido, aj, defined
2374, cientista, nm, scientist
2375, parceiro, nm, partner
2376, terço, na, third
2377, significado, nm, meaning/significance
2378, curiosidade, nf, curiosity
2379, animar, v, to cheer up, encourage
2380, salto, nm, jump/leap
2381, lidar, v, to deal
2382, cultivar, v, to cultivate/grow
2383, bruto, aj, gross/raw
2384, depósito, nm, deposit
2385, copa, nf, cup/bowl
2386, ovelha, nf, sheep
2387, fechado, aj, closed
2388, estética, nf, aesthetics, beauty
2389, guia, nc, guide
2390, global, aj, global
2391, vestir, v, to dress, wear
2392, apreciar, v, to appreciate/enjoy
2393, assinatura, nf, signature
2394, adiante, av, forward, ahead
2395, avô, nm, grandfather
2396, registar, v, to register (EP)
2397, conservar, v, to preserve
2398, pastor, nm, pastor, shepherd
2399, adiantar, v, to advance
2400, propaganda, nf, advertising, propaganda
2401, aderir, v, to adhere
2402, lavar, v, to wash
2403, exibir, v, to exhibit/show
2404, proporcionar, v, to provide, offer
2405, comparação, nf, comparison
2406, ganho, na, gain/earning
2407, humor, nm, humor, mood
2408, nova, nf, news
2409, conferir, v, to check, confer
2410, tela, nf, canvas/screen
2411, situado, aj, located
2412, secreto, aj, secret
2413, concerto, nm, concert
2414, convenção, nf, convention
2415, são, aj, healthy
2416, acertar, v, to hit
2417, adolescente, nc, teenager
2418, nocturno, aj, nocturnal, of the night
2419, âmbito, nm, scope/ambit
2420, composição, nf, composition
2421, ocidental, aj, western
2422, chama, nf, flame
2423, habitual, aj, habitual, usual
2424, amizade, nf, friendship
2425, carecer, v, to lack/need
2426, piloto, nm, pilot
2427, cama, nf, bed
2428, legislação, nf, legislation
2429, colaboração, nf, collaboration
2430, provisório, aj, temporary, provisional
2431, debaixo, av, underneath
2432, concessão, nf, concession, grant
2433, rodar, v, to rotate
2434, admirar, v, to admire
2435, classificação, nf, classification
2436, alcance, nm, reach, range
2437, agarrar, v, to grab, seize
2438, senador, nm, senator
2439, jurídico, aj, legal
2440, ocupação, nf, occupation
2441, encerrar, v, to close
2442, pássaro, nm, bird
2443, registrar, v, to register, record
2444, comandar, v, to command
2445, moça, nf, young woman, girl
2446, marco, nm, milestone
2447, concelho, nm, council/municipality
2448, forçar, v, to force
2449, porco, nm, pig/pork
2450, reparar, v, to repair, to notice
2451, tranquilo, aj, calm, peaceful
2452, denúncia, nf, complaint
2453, suspender, v, to suspend
2454, devolver, v, to return
2455, existente, aj, existing
2456, brilhante, aj, brilliant
2457, passe, nm, pass
2458, tesouro, nm, treasure
2459, engenharia, nf, engineering
2460, aparentemente, av, apparently
2461, continuidade, nf, continuity
2462, restante, na, remaining/rest
2463, boi, nm, ox, bull
2464, parceria, nf, partnership
2465, violar, v, to violate
2466, gesto, nm, gesture
2467, render, v, to yield/produce
2468, finanças, nf, finances
2469, paciente, na, patient
2470, legislativo, aj, legislative
2471, conservador, na, conservative
2472, reflexão, nf, reflection
2473, ilusão, nf, illusion
2474, teu, aj, your
2475, apagar, v, to erase
2476, enganar, v, to deceive
2477, compositor, nm, composer
2478, localizar, v, to locate, find
2479, claramente, av, clearly
2480, organismo, nm, organism
2481, preencher, v, to fill, fill in
2482, identidade, nf, identity
2483, licença, nf, license/permit
2484, atmosfera, nf, atmosphere
2485, manutenção, nf, maintenance
2486, patrão, nm, boss
2487, depressa, av, quickly
2488, galinha, nf, hen, chicken
2489, consumir, v, to consume
2490, concorrer, v, to compete, apply
2491, delicado, aj, delicate
2492, estatuto, nm, statute/status
2493, imaginação, nf, imagination
2494, corredor, nm, corridor
2495, indicação, nf, indication
2496, oriental, aj, eastern
2497, pau, nm, stick, wood
2498, potencial, na, potential
2499, efectivamente, av, effectively, indeed
2500, fuga, nf, escape
